0,0,50000,5000,NaN,0
1,33070.825830821,2789.48076085272,5163.5246804925,0,0
2,54832.8870194109,49179.2191080384,1448.30379093285,1,1
3,77991.5459109057,63982.1752857149,5945.82303761753,0,0
4,16937.1795347311,84714.3419026254,5360.29300234305,0,0
5,339.689397597742,14264.4628818608,3857.84635845164,1,0
6,3941.9305560814,74279.8636318989,9702.92100729212,1,1
7,45474.0136454511,26849.4821336886,6411.71676612562,1,0
8,86806.8991573412,5351.31186322612,4409.8481013151,0,0
9,23602.8801645722,68460.095658374,88.4747958332321,0,0
10,35987.3124137329,2169.07762414028,2390.30113345521,1,0
11,58063.1495582259,60162.0557437163,6595.36134138508,0,0
12,83578.4386100848,52199.3613068676,3003.01697916985,1,1
13,13777.6178977767,18492.2151496542,4492.08891933433,0,0
14,85280.7013777737,73958.425309391,3494.81469959887,0,0
15,38614.4413971756,50390.516915407,7020.08371050885,0,0
16,92782.9972105834,36473.2218775545,6620.87118585768,0,0
17,68526.5049855478,14799.9938761076,2779.1225453638,1,0
18,96903.4656542666,58915.3005552447,5468.22785028687,0,1
19,603.831606246929,71091.6542968871,1769.66608858028,1,1
20,82878.2837920097,956.384269179089,3325.76949269192,1,0
21,94478.218830444,18044.8253389855,9343.81785924982,0,0
22,45820.9146871298,13695.2939815379,8554.99479636502,0,0
23,56152.2895083402,78326.6000198584,7516.45803994431,0,0
24,55016.6139822487,26541.6801965867,1271.19786152584,0,0
25,35414.6999086743,21216.7098030837,4696.78800363963,1,0
26,640.474442754557,83148.2858084221,8935.01776189575,1,0
27,49744.238782544,57063.9314999832,2365.4417971172,0,1
28,32952.0789549698,60824.8649038331,2263.99124399827,0,1
29,2762.87272363822,66916.6986969186,9877.84411377296,0,1
30,68851.9322884466,24622.4923674849,5814.78048796358,0,0
31,38203.035051774,13680.3559896842,9687.0312979232,0,0
32,51618.0320803626,27448.9322440262,9196.67840225474,1,0
33,47553.1298698662,63136.2140202367,6752.79249089967,1,0
34,67233.4021678783,14367.2725816223,7353.98731721629,1,0
35,53482.157988792,96564.7453428432,9136.40512277529,1,0
36,49526.0651985098,49732.0167325607,132.546704580159,0,1
37,12626.7024015795,88815.7100819032,8452.57369926769,0,0
38,48457.2781847451,4741.16800340474,1278.25906068464,1,0
39,86766.3976426575,74993.4526512009,5328.85672554079,0,0
40,9019.94516182013,50399.8851535609,2569.94886399598,0,1
41,67999.347361425,4769.2111719912,334.389898432758,0,0
42,35419.2642946021,36386.104072774,7195.35767859723,1,0
43,78375.9641329914,98022.5303763716,6355.11310769716,1,0
44,68032.8617987825,82175.0338015183,3630.63221597799,0,0
45,51813.387217883,47622.6251768877,1978.65999528459,1,1
46,91535.1784989141,56331.3622768799,806.136581376571,1,1
47,16078.3144742261,70358.6956985482,2186.34476202156,1,1
48,68705.1075573168,10867.8115267017,8891.74797899454,1,0
49,34923.8569828961,71703.2982406091,1998.62525223826,1,0
50,6595.12501670246,78414.105710317,2512.41889083607,0,0
51,17989.6398360686,7085.58761782761,4737.7403675896,1,0
52,60525.543168344,20588.6960765838,935.285952984868,0,0
53,75079.1105406502,65228.2494101141,9210.79020906868,1,0
54,88308.712403382,10221.7389348248,8504.88720860905,0,0
55,24066.2412872103,36698.3831238612,6585.46370373785,1,1
56,43036.9780784538,56356.0325291756,9524.60374624626,1,0
57,14300.8201450424,33866.5281733617,3936.83196182626,0,1
58,45801.4683108647,87513.7884393857,1460.50470462316,1,0
59,77298.7018231882,53830.9695048854,2196.66963828412,1,0
60,58100.7652110555,88991.5325757653,2199.93404289922,0,1
61,44838.8331765926,58254.8523081483,7374.93464868331,1,0
62,38943.0244145845,5100.9169519567,2907.49224629413,0,0
63,41562.5453039801,11018.643745279,5218.50899801206,0,0
64,20665.992069139,49213.4838383821,8287.5201111109,1,1
65,37629.5651608293,86824.9213220558,3832.63213496668,0,0
66,5446.23937222933,81322.7117617779,3405.27132060202,1,0
67,80774.3296807195,57884.905171138,4219.28402571157,1,0
68,6748.83752302719,30825.8663281902,1394.60076763622,0,1
69,19835.9361230847,59347.2903625483,4903.01415269743,0,1
70,43420.5580820345,33356.8975235266,9598.84625093295,0,0
71,3148.17009592376,49220.9007537113,8682.9792841854,0,1
72,76872.9058573742,85887.9529727362,8822.90661028468,0,0
73,26638.5557671573,19372.7089894411,4989.90625323954,0,0
74,40187.19184267,51928.7155743361,2496.22192787416,0,1
75,36978.9721462768,62570.817708528,7448.70804901168,0,0
76,17422.6774919661,64340.9681532641,5161.8220416985,1,1
77,13673.89264016,41761.0953816907,2505.40244099741,1,1
78,836.018517705838,99579.2241927792,739.92553285096,1,0
79,5277.71923717549,61974.3271892896,9323.21245052518,0,1
80,27810.0363906167,57543.804355148,5123.83998827498,0,1
81,34117.867799454,23881.1610798351,6443.32939269368,1,0
82,22289.7053664294,42943.9797360632,7591.25733948764,0,1
83,84799.7329800997,70649.2108792224,4819.93063308241,1,0
84,92989.6466603136,14543.0034633413,9739.81197080083,0,1
85,97046.9153452054,32006.0198734208,5464.62124855958,1,0
86,25636.7794870563,5102.23155379612,7782.76603005519,0,1
87,48469.5669660276,77541.0892495997,9559.69941250139,1,0
88,70404.5068657547,22165.4133326776,8795.99941742566,1,0
89,48917.9140024867,59266.8079244665,9671.67827014592,1,0
90,25376.5678646832,33335.9207348801,2038.56357158742,1,1
91,28387.1824995451,58660.0055141931,7277.4807331403,1,1
92,12710.2638982303,62057.9307342969,5374.80863514799,1,1
93,81541.9183016051,33508.6071989093,7040.58765186998,1,0
94,62798.6791852591,22570.4658855251,5272.53063419096,1,0
95,34339.5882417759,95111.1915867176,6248.02107241403,1,1
96,57175.249368333,41820.1520129192,5484.72937121646,0,1
97,54301.1048249089,39460.2616473566,60.5232756553453,0,0
98,17423.2113941031,96252.8423233587,7300.71838071852,0,0
99,59304.2987200206,69326.8541446051,5583.21936673096,1,0
100,48767.0295616241,8104.80395267204,5100.19075887782,1,0
101,77297.5286006629,41103.848867037,1727.70477544474,1,0
102,3795.79133681639,4504.60263362734,6372.84504242977,1,0
103,42125.3119003805,79590.208134864,2975.84936064862,1,0
104,71851.6572146938,95501.6334083821,9329.22691883429,0,0
105,95901.5695174218,76458.4777149936,7700.17649148942,0,0
106,16816.538281578,97505.4270118295,3810.41041204594,0,0
107,16577.2903233485,96971.7882339254,4609.58381752311,1,0
108,33702.0042914921,52168.377645608,92.3024170828357,1,1
109,67778.2290794982,99077.2077481166,5745.03078569549,1,0
110,72252.1487804516,16870.7813244951,6627.61757357049,1,0
111,37893.2864722131,21976.1060705579,8833.04721366143,1,0
112,14749.5381082817,23035.9140491033,6965.62812379734,0,0
113,69920.5013775022,65952.9153685692,3959.23887983686,0,0
114,7921.8297470594,82020.2810096071,3598.64746657702,1,0
115,91733.4889261884,80140.6299217397,7728.27599905582,1,0
116,90937.0647648513,46247.0833315467,8183.29049514356,1,0
117,55741.9126206157,21416.0188836513,8339.39265527118,1,0
118,57832.9433239156,72289.4863993616,8328.02923220129,0,0
119,55384.4519300841,84680.1711594268,3944.27072296191,0,0
120,17018.1660380863,96481.5167610033,440.597192701064,0,0
121,53057.696879131,4072.07998665413,3686.63578708585,0,0
122,62703.2928482894,69398.6470609437,4962.72235132224,0,0
123,24963.2529460602,61351.3640959613,8059.82172011341,1,1
124,33545.3301276431,30995.1955967843,6345.69103777635,1,0
125,5015.0551073656,70099.4539673332,6284.61079865595,0,1
126,38451.4773784264,86202.8490708203,3679.13760939847,0,0
127,43345.2736121516,89030.2120467663,6548.05740698684,1,0
128,21244.6762409225,79486.2445602692,1771.74395081699,1,1
129,88984.7282438464,95215.8186080729,1839.47134733789,0,0
130,52101.6577986685,7774.41217492416,9828.05836348143,0,0
131,86090.0019438342,9492.48377010438,3505.50062349615,1,0
132,62463.6739100131,93627.6626554746,8087.47991867169,1,0
133,70376.742695395,42097.4957443697,4598.35886992652,0,0
134,63473.2125347806,94115.3688412409,4386.05510814574,0,0
135,75682.1694641292,98843.7336594819,1960.75561092221,0,0
136,25055.5537975113,54639.5267866897,6658.18132786063,1,1
137,61625.7970299068,41048.0314586239,9124.4990459803,1,1
